name,lat,lng,neighborhood,address,website_url
Lager Lager,52.4866,13.4283,Neukölln,"Pflügerstraße 68, 12047 Berlin",
Jaja Naked Wine,52.4882,13.4230,Neukölln,"Weichselstraße 7, 12043 Berlin",https://jajawein.de/
Peppi Guggenheim,52.4882,13.4230,Neukölln,"Weichselstraße 7, 12043 Berlin",https://peppi-guggenheim.de/
Astra Stube,52.4876,13.4244,Neukölln,"Weichselstraße 63, 12043 Berlin",
Zum Böhmischen Dorf,52.4871,13.4261,Neukölln,"Sanderstraße 11, 12047 Berlin",
Ankerklause,52.4926,13.4234,Neukölln,"Kottbusser Damm 104, 10967 Berlin",
Klunkerkranich,52.4811,13.4357,Neukölln,"Karl-Marx-Straße 66, 12043 Berlin",
Arkaoda Berlin,52.4801,13.4349,Neukölln,"Karl-Marx-Platz 16-18, 12043 Berlin",https://www.arkaoda.com
Paolo Pinkel,52.4812,13.4362,Neukölln,"Karl-Marx-Straße 55, 12043 Berlin",https://paolopinkel.berlin/
Kultstätte Keller,52.4807,13.4357,Neukölln,"Karl-Marx-Straße 52, 12043 Berlin",
Heimathafen Neukölln,52.4784,13.4382,Neukölln,"Karl-Marx-Straße 141, 12043 Berlin",https://heimathafen-neukoelln.de/
Neuköllner Oper,52.4783,13.4384,Neukölln,"Karl-Marx-Straße 131-133, 12043 Berlin",https://www.neukoellneroper.de/
Passage Kino,52.4783,13.4384,Neukölln,"Karl-Marx-Straße 131, 12043 Berlin",https://www.yorck.de/en/cinemas/passage
Galerie im Saalbau,52.4784,13.4382,Neukölln,"Karl-Marx-Straße 141, 12043 Berlin",https://galerie-im-saalbau.de/
Kalle Halle,52.4796,13.4370,Neukölln,"Karl-Marx-Straße 101, 12043 Berlin",https://kallehalle.com/
SchwuZ,52.4779,13.4405,Neukölln,"Rollbergstraße 26, 12053 Berlin",https://schwuz.de
Sameheads,52.4790,13.4309,Neukölln,"Richardstraße 10, 12043 Berlin",
Donau 115,52.4818,13.4310,Neukölln,"Donaustraße 115, 12043 Berlin",https://donau115.de/
Das Gift,52.4815,13.4315,Neukölln,"Donaustraße 119, 12043 Berlin",
Velvet Bar,52.4821,13.4350,Neukölln,"Ganghoferstraße 1, 12043 Berlin",
KINDL Centre for Contemporary Art,52.4770,13.4361,Neukölln,"Am Sudhaus 3, 12053 Berlin",https://www.kindl-berlin.com
Trude Ruth & Goldammer,52.4837,13.4016,Neukölln,"Flughafenstraße 38, 12053 Berlin",
Muted Horn,52.4833,13.4023,Neukölln,"Flughafenstraße 49, 12053 Berlin",
Schankwirtschaft Laidak,52.4821,13.4262,Neukölln,"Boddinstraße 42-43, 12053 Berlin",http://laidak.net/
Villa Neukölln,52.4822,13.4245,Neukölln,"Hermannstraße 233, 12049 Berlin",
Bäreneck,52.4840,13.4265,Neukölln,"Hermannstraße 37, 12049 Berlin",
Zweiners,52.4821,13.4240,Neukölln,"Hermannstraße 234, 12049 Berlin",
Promenaden Eck,52.4756,13.4216,Neukölln,"Schillerpromenade 11, 12049 Berlin",
Herr Lindemann,52.4746,13.4340,Neukölln,"Richardplatz 16, 12055 Berlin",
Zosse,52.4793,13.4316,Neukölln,"Richardstraße 37, 12043 Berlin",
Alter Roter Löwe Rein,52.4795,13.4310,Neukölln,"Richardstraße 31, 12043 Berlin",
Lobby 030,52.4788,13.4323,Neukölln,"Richardstraße 76, 12043 Berlin",
Drei Flaschen Bar,52.4744,13.4356,Neukölln,"Böhmische Straße 48, 12055 Berlin",
Rotbart,52.4747,13.4349,Neukölln,"Böhmische Straße 43, 12055 Berlin",https://www.rotbart-rixdorf.de/
B-Lage,52.4742,13.4363,Neukölln,"Mareschstraße 1, 12055 Berlin",
Café Linus,52.4754,13.4408,Neukölln,"Hertzbergstraße 32, 12055 Berlin",https://www.cafelinus.de/
Rixdorfer Bierstuben,52.4801,13.4342,Neukölln,"Erkstraße 14, 12043 Berlin",
Soulcat Music Bar,52.4858,13.4285,Neukölln,"Pannierstraße 53, 12047 Berlin",https://soulcat-berlin.com/
Tristeza,52.4862,13.4273,Neukölln,"Pannierstraße 5, 12047 Berlin",
Sway Natural Wine Bar,52.4860,13.4270,Neukölln,"Pannierstraße 29, 12047 Berlin",
La BarBer Queer Tattoo Bar,52.4857,13.4280,Neukölln,"Pannierstraße 56, 12047 Berlin",
Sandmann,52.4854,13.4230,Neukölln,"Reuterstraße 7, 12053 Berlin",https://www.sandmann-berlin.de/
Liesl,52.4776,13.4290,Neukölln,"Nogatstraße 30, 12051 Berlin",
Laika,52.4770,13.4420,Neukölln,"Emser Straße 131, 12051 Berlin",https://laika-neukoelln.de/
Café Fincan,52.4762,13.4400,Neukölln,"Altenbraker Straße 26, 12051 Berlin",https://fincan.eu/
Galerie im Körnerpark,52.4760,13.4398,Neukölln,"Schierker Straße 8, 12051 Berlin",
Kunstverein Neukölln,52.4819,13.4289,Neukölln,"Mainzer Straße 42, 12053 Berlin",https://www.kunstverein-neukoelln.de/
LiTE-HAUS Galerie + Projektraum,52.4740,13.4366,Neukölln,"Mareschstraße 4, 12055 Berlin",https://www.lite-haus.net/
Oyoun,52.4780,13.4350,Neukölln,"Lucy-Lameck-Straße 32, 12049 Berlin",https://oyoun.de/
Freiluftkino Hasenheide,52.4858,13.4192,Neukölln,"Volkspark Hasenheide, 10967 Berlin",https://www.freiluftkino-hasenheide.de/
Estrel Showtheater,52.4673,13.4588,Neukölln,"Sonnenallee 225, 12057 Berlin",https://www.estrel.com/
Museum Neukölln,52.4545,13.4322,Neukölln,"Alt-Britz 81, 12359 Berlin",https://schloss-gutshof-britz.de/museum-neukoelln
Gemeinschaftshaus Gropiusstadt,52.4250,13.4390,Neukölln,"Bat-Yam-Platz 1, 12353 Berlin",
Alte Dorfschule Rudow,52.4200,13.4780,Neukölln,"Alt-Rudow 60, 12355 Berlin",https://dorfschule-rudow.de/
Kunstbrücke am Wildenbruch,52.4850,13.4210,Neukölln,"Wildenbruchstraße 25, 12045 Berlin",
BAU – Bar am Ufer,52.4862,13.4399,Neukölln,"Kiehlufer 121, 12059 Berlin",
jungbusch berlin,52.4900,13.4270,Neukölln,"Weserstraße 16, 12047 Berlin",
Valentin Stüberl,52.4870,13.4350,Neukölln,"Sanderstraße 18, 12047 Berlin",
Boddin-Eck,52.4823,13.4270,Neukölln,"Boddinstraße 1, 12053 Berlin",
Café Wirtschaftswunder,52.4779,13.4310,Neukölln,"Leykestraße 6, 12053 Berlin",
Goldener Esel,52.4510,13.4270,Neukölln,"Britzer Damm 80, 12347 Berlin",
Harzer Ecke Elsen,52.4820,13.4440,Neukölln,"Harzer Straße 52, 12059 Berlin",
Lenau-Stuben,52.4880,13.4260,Neukölln,"Lenaustraße 16, 12047 Berlin",
Ilse Eck,52.4775,13.4380,Neukölln,"Ilsestraße 6, 12053 Berlin",
Bechereck,52.4790,13.4350,Neukölln,"Erkstraße 1, 12043 Berlin",
Warthe-Eck,52.4810,13.4430,Neukölln,"Warthestraße 18, 12051 Berlin",
Kindl Stuben,52.4770,13.4370,Neukölln,"Rollbergstraße 5, 12053 Berlin",
Gießkanne,52.4800,13.4300,Neukölln,"Donaustraße 100, 12043 Berlin",
Rosel,52.4798,13.4345,Neukölln,"Erkstraße 9, 12043 Berlin",
Stübchen am Hafen,52.4845,13.4090,Neukölln,"Columbiadamm 160, 12101 Berlin",
Bierbaum 1,52.4440,13.4390,Neukölln,"Fritz-Erler-Allee 104, 12351 Berlin",
Bergklause,52.4555,13.4150,Neukölln,"Buschkrugallee 40, 12359 Berlin",
Britzer Stübchen,52.4500,13.4260,Neukölln,"Britzer Damm 60, 12347 Berlin",
Buckower Pinte,52.4300,13.4520,Neukölln,"Buckower Damm 108, 12349 Berlin",
Rudower Quelle,52.4210,13.4760,Neukölln,"Alt-Rudow 32, 12355 Berlin",
Teupitzer Klause,52.4478,13.4543,Neukölln,"Teupitzer Straße 14, 12349 Berlin",
Lahn-Eck,52.4695,13.4498,Neukölln,"Sonnenallee 166, 12059 Berlin",
Simone's,52.4750,13.4290,Neukölln,"Schillerpromenade 28, 12049 Berlin",
Stammtisch,52.4725,13.4340,Neukölln,"Hermannstraße 200, 12049 Berlin",
Nino's Runde Ecke,52.4730,13.4430,Neukölln,"Sonnenallee 98, 12045 Berlin",
Zur Quelle,52.4820,13.4250,Neukölln,"Boddinstraße 53, 12053 Berlin",
Zur Molle,52.4789,13.4355,Neukölln,"Karl-Marx-Straße 180, 12043 Berlin",
Zur Mitte,52.4806,13.4355,Neukölln,"Karl-Marx-Straße 83, 12043 Berlin",
Zur Pinte,52.4765,13.4380,Neukölln,"Karl-Marx-Straße 168, 12043 Berlin",
Zur kleinen Kneipe,52.4720,13.4350,Neukölln,"Hermannstraße 220, 12049 Berlin",
Zum Bierseidel,52.4700,13.4370,Neukölln,"Hermannstraße 250, 12049 Berlin",
Zum Heinzelmann,52.4485,13.4540,Neukölln,"Gutschmidtstraße 56, 12349 Berlin",
Zum Magendoktor,52.4752,13.4340,Neukölln,"Karl-Marx-Straße 153, 12043 Berlin",
Zum Umsteiger,52.4790,13.4260,Neukölln,"Hermannstraße 22, 12049 Berlin",
ZweiMalVier,52.4795,13.4340,Neukölln,"Karl-Marx-Straße 72, 12043 Berlin",
Bierbar Berlin,52.4820,13.4335,Neukölln,"Karl-Marx-Straße 56, 12043 Berlin",
Brinks,52.4760,13.4430,Neukölln,"Sonnenallee 92, 12045 Berlin",
Blauer Affe,52.4745,13.4452,Neukölln,"Sonnenallee 112, 12045 Berlin",
Der Berliner,52.4810,13.4340,Neukölln,"Karl-Marx-Straße 47, 12043 Berlin",
Gaststätte Park Eck,52.4770,13.4310,Neukölln,"Selchower Straße 16, 12049 Berlin",
Kaktus reloaded,52.4830,13.4265,Neukölln,"Boddinstraße 24, 12053 Berlin",
Kleinerts Kleine Klause,52.4760,13.4355,Neukölln,"Karl-Marx-Straße 150, 12043 Berlin",
Körner Eck,52.4770,13.4395,Neukölln,"Jonasstraße 2, 12053 Berlin",
Lange Nacht,52.4745,13.4370,Neukölln,"Karl-Marx-Straße 154, 12043 Berlin",
Mahlower Klause,52.4350,13.4430,Neukölln,"Marienfelder Chaussee 10, 12349 Berlin",
Schnabel's Klause,52.4460,13.4560,Neukölln,"Neuköllner Straße 292, 12357 Berlin",
Oldies Bierhaus,52.4490,13.4510,Neukölln,"Johannisthaler Chaussee 51, 12351 Berlin",
Bierinsel,52.4495,13.4520,Neukölln,"Johannisthaler Chaussee 65, 12351 Berlin",
Rudower Tönnchen,52.4230,13.4800,Neukölln,"Alt-Rudow 50, 12355 Berlin",
Treffpunkt,52.4680,13.4510,Neukölln,"Sonnenallee 174, 12059 Berlin",
Little Stage Berlin,52.4773,13.4390,Neukölln,"Jonasstraße 22, 12053 Berlin",
Freiluftkino im Körnerpark,52.4758,13.4402,Neukölln,"Schierker Straße 8, 12051 Berlin",
Young Arts Neukölln,52.4790,13.4350,Neukölln,"Karl-Marx-Straße 131, 12043 Berlin",
