name,lat,lng,neighborhood,address,website_url
"Dennewitzstraße Ecke Kurfürstenstraße, Zugang zum Park am Gleisdreieck",52.4972773,13.3672064,Tempelhof-Schöneberg,"Dennewitzstraße 35, 10783 , Berlin",
Der Kegel,52.5072971,13.4527414,Berlin,"Revaler Str. 99, 10245 Berlin",
Der Weiße Hase,52.5072971,13.4527414,Berlin,"Revaler Str 99, 10245 Berlin",
Deriva,52.4807266,13.427628,,"Mainzer Straße 23, 12053 Berlin",
Deutsche Bundesbank,52.5129798,13.3155071,Charlottenburg-Wilmersdorf,"Leibnizstr. 10, 10625, Berlin",
Deutsche Kinemathek - Museum für Film und Fernsehen,52.5151,13.3773,,"Mauerstr. 79, 10117 Berlin",
Deutsche Kinemathek – Museum für Film und Fernsehen,52.5085739,13.3871178,,"Mauerstraße 79, Berlin",
Deutsche Oper Berlin,52.5121441,13.3083771,,"Bismarckstraße 35, Berlin",
Deutsche Oper Berlin – Tischlerei,52.5158,13.3262,,,
Deutsches Historisches Museum,52.5173,13.3979,,"Unter den Linden 2, 10117 Berlin",
Deutsches Historisches Museum – Pei-Bau,52.5189415,13.3965266,,"Hinter dem Gießhaus 3, Berlin",
Deutsches Technikmuseum,52.497965,13.3755335,,"Trebbiner Straße 9, Berlin",
Deutsches Theater,52.5243546,13.3819066,,"Schumannstr. 13a, 10117 Berlin",
Deutsches Theater Berlin,52.5243546,13.3819066,,,
Deutsches Theater Kammerspiele,52.5163,13.389,,"Schumannstr. 13a, 10117 Berlin",
Deutsches Zentrum für Luft- und Raumfahrt e.V. (DLR_School_Lab Berlin),52.4279858,13.5291889,,"Rutherfordstr. 2, 12489, Berlin",
Die Aktgalerie,52.5093544,13.464978,,"Krossener Str. 34, 10245 Berlin",
die gelbe Villa,52.4878268,13.3849696,,"Wilhelmshöhe 10, Berlin",
Die Göre - Berlin Friedrichshain,52.5182482,13.4400009,,"Palisadenstraße 48, 10243 Berlin",
DIE WEISSE ROSE,52.488259,13.346111,,"Martin-Luther-Straße 77, 10825 Berlin",
Dietrich-Bonhoeffer-Bibliothek,52.4872109,13.3200399,Charlottenburg-Wilmersdorf,"Brandenburgische Str. 2, 10713, Berlin",
digital,52.4895396,13.3149786,,,
Distel,52.5207714,13.3889021,,"Friedrichstr. 101, 10117 Berlin",
Dock 11,52.5366272,13.4079224,,"Kastanienallee 79, 10435 Berlin",
DOCK 11,52.536468,13.408377,,,
Dock 11 Eden,52.5708379,13.4124473,,"Breite Straße 43, 13187 Berlin",
Dokumentationszentrum Flucht,52.5048708,13.3822143,,,
"Dokumentationszentrum Flucht, Vertreibung, Versöhnung",52.5048708,13.3822143,,"Stresemannstr. 90, 10963 Berlin",
Dokumentationszentrum NS-Zwangsarbeit,52.4526094,13.5187979,Treptow-Köpenick,"Britzer Straße 5, 12439, Berlin",
Dokumentationszentrum Topographie des Terrors,52.5062137,13.3841548,Friedrichshain-Kreuzberg,"Niederkirchnerstraße 8, 10963, Berlin",
Domäne Dahlem,52.4591655,13.2892144,,"Königin-Luise-Str. 49, Berlin",
Dorfkirche Alt-Tegel,52.5882817,13.2779916,Reinickendorf,"Alt-Tegel 39a, 13507, Berlin",
Dorfkirche Lankwitz,52.4387495,13.3544179,,"Alt-Lankwitz 13-15, 12247 Berlin",
Dorfkirche Rudow,52.4872316,13.5609111,,"Köpenicker Str. 185, 12355 Berlin",
Dreilinden-Grundschule,52.4203583,13.186145,,"Dreilindenstraße 65, Berlin",
Dreilinden-Gymnasium,52.420257,13.1878739,,"Dreilindenstraße 49, Berlin",
Drink and Draw Berlin,52.4792723,13.5003694,,,
Droste-Hülshoff-Gymnasium,52.4283434,13.257376,Steglitz-Zehlendorf,"Schönower Str. 8, 14165, Berlin",
Druckgraphik-Atelier,52.5349221,13.432963,,"Dietrich-Bonhoeffer-Straße 3, Berlin",
DTK Wasserturm,52.4871339,13.3896517,Friedrichshain-Kreuzberg,"Kopischstraße 7, 10965, Berlin",
Dunant Grundschule,52.4651676,13.317656,Steglitz-Zehlendorf,"Gritznerstr. 19, 12163, Berlin",
Dunckerclub,52.546204,13.4237144,,,
East Side Gallery,52.589221,13.4664931,,"Mühlenstraße, Berlin",
East Side Mall,52.5058431,13.4451291,Friedrichshain-Kreuzberg,"Tamara-Danz-Str. 11, 10243, Berlin",
Eberhard-Alexander-Burgh-Bibliothek,52.4713645,13.3134389,Charlottenburg-Wilmersdorf,"Rüdesheimer Str. 14, 14197 , Berlin",
ECC Berlin (Estrel Congress Center),52.4738429,13.4591883,,"Sonnenallee 225, 12057 Berlin",
Edible Alchemy in the Remise,52.4880182,13.4605024,,"Moosdorfstraße 7-9, 12435 Berlin",
Egon-Erwin-Kisch-Bibliothek,52.5135322,13.4814891,,"Frankfurter Allee 149, Berlin",
Ehemaliges Frauengefängnis Lichterfelde,52.43752,13.3083799,,"Soehtstr. 7, 12203 Berlin",
Eichelmatenweg 2,52.4708726,13.1515277,Spandau,"14089, Berlin",
Eingang FriedrichstadtPalast,52.5239216,13.3888786,Mitte,"Friedrichstraße 107, 10117, Berlin",
Einkaufszentrum Schöneweide-Center Berlin,52.4567363,13.5088008,Marzahn-Hellersdorf,"Schnellerstr. 21, 12439,  Berlin",
Einkaufzentrum „Eastgate“,52.5432758,13.5497556,,"Marzahner Promenade 001A, 12679, Berlin",
EKZ Lindencenter,52.5643929,13.5060229,,"Prerower Platz 1, 13051, Berlin",
Electric Social,52.5199839,13.4129192,,,
Elisabeth-Schwarzhaupt-Platz,52.5322577,13.3861144,Mitte,"Elisabeth-Schwarzhaupt-Platz 1, 10115, Berlin",
Elsengrundschule,52.5010336,13.6101769,Marzahn-Hellersdorf,"Elsenstraße 7-9, 12623 , Berlin ",
Emil-Fischer-Schule (OSZ Ernährung und Lebensmitteltechnik),52.5984198,13.3289841,Reinickendorf,"Cyclopstr. 1-5, 13437, Berlin",
Emmaus-Kirche,52.4999701,13.4308516,,"Lausitzer Pl. 8 A, Berlin",
Emmauskirche,52.4999041,13.4308053,,"Lausitzer Pl. 8a, 10997 Berlin",
Engels Café,52.4767265,13.4200344,,,
Ephraim-Palais,52.5158704,13.4071942,,"Poststr. 16, 10178 Berlin",
Erich-Kästner-Grundschule,52.4579133,13.2842131,Steglitz-Zehlendorf,"Bachstelzenweg 2, 14195, Berlin",
Erinnerungsstätte Notaufnahmelager Marienfelde,52.4204028,13.3684502,,"Marienfelder Allee 66/80, Berlin",
Ernst-Litfaß-Schule (OSZ Mediengestaltung und Medientechnologie),52.5984198,13.3289841,Reinickendorf,"Cyclopstr. 1-5, 13437, Berlin",
Erwin-Barth-Platz,52.5099475,13.2900022,,"Erwin-Barth-Platz, 14057, Berlin",
Eschschloraque,52.5244928,13.4019195,Berlin,"Rosenthaler Str. 39, 10178 Berlin, Germany",
ESMT Berlin,52.5157185,13.4013108,,"Schloßplatz 1, 10178 Berlin",
ESMT European School of Management and Technology,52.5152614,13.4019087,Mitte,"Schloßplatz 1, 10178, Berlin",
Estrel Berlin,52.4736275,13.4588496,Neukölln,"Sonnenallee 225, 12057, Berlin ",
Estrel Convention Center Berlin,52.4736275,13.4588496,,"Sonnenallee 225, Berlin",
Estrel Hotel Berlin,52.4732872,13.4588095,,"Sonnenallee 225, 12057 Berlin",
ETI - Europäisches Theater Institut,52.5127217,13.4199215,,"Rungestr. 20, 10179 Berlin",
Europäische Akademie Berlin,52.4845544,13.2699223,Charlottenburg-Wilmersdorf,"Bismarckallee 46/48, 14193, Berlin",
Europäisches Haus,52.5169572,13.380362,Mitte,"Unter den Linden 78, 10117, Berlin",
Ev. Gemeindehaus der Kirchengemeinde Staaken,52.5229862,13.1575774,,"Pillnitzer Weg 8, Berlin",
Ev. Kreuzkirche Schmargendorf,52.4820938,13.2912125,Charlottenburg-Wilmersdorf,"Hohenzollerndamm 130, 14199, Berlin",
Eva-Lichtspiele,52.484682,13.3200059,,"Blissestraße 18, Berlin",
Evangelisch-freikirchliche Gemeinde Oberschöneweide,52.4664051,13.5113541,,"Deulstr. 12, Berlin",
Evangelische Hoffnungskirchengemeinde Berlin-Pankow,52.5595816,13.4193553,Pankow,"Elsa-Brändström-Straße 36, 13189, Berlin",
Evangelische Schule Steglitz,52.4500879,13.3312578,Steglitz-Zehlendorf,"Beymestraße 6/7, 12169,  Berlin",
Evangelischen Familienbildung im Kirchenkreis Reinickendorf,52.590683,13.3290533,,"Alt-Wittenau 70, Berlin",
Evangelischer Campus Daniel,52.4941406,13.3081014,,"Münstersche Str. 7, Berlin",
exploratorium berlin,52.4897285,13.3933599,,"Zossener Straße 24, Berlin",
EY GmbH & Co. KG Wirtschaftsprüfungsgesellschaft,52.5210833,13.3876802,,"Friedrichstraße 140, 10117 Berlin",
f³ - freiraum für fotografie,52.5015053,13.4141307,,"Prinzessinnenstr. 30, 10969 Berlin",
Fa. Riller & Schnauck  (BMW-Filiale),52.5187362,13.5206757,Marzahn-Hellersdorf,"Rhinstr. 54, 12681, Berlin",
FADLAP,52.5446128,13.5177742,,"Marzahner Straße 22, 13053 Berlin",
Fahrbereitschaft,52.5262259,13.4934575,,"Herzbergstr. 40-43, 10365 Berlin",
Familienbibliothek Else Ury,52.4925941,13.4363603,Friedrichshain-Kreuzberg,"Glogauer Straße 13, 10999, Berlin",
Familiencafé Rubens,52.4676317,13.343833,,"Rubensstraße 84, Berlin",
familienzentrum Adalbertstraße,52.5029544,13.4204728,Friedrichshain-Kreuzberg,"Adalbertstraße 28B, 10997, Berlin-Kreuzberg",
Familienzentrum am Nauener Platz,52.5524644,13.3681772,,"Schulstraße 101, Berlin",
FamilienZentrum Fabrik Osloer Straße,52.5561076,13.3859917,,"Osloer Straße 12, Berlin",
Familienzentrum Jungfernheide,52.5402653,13.2943867,Charlottenburg-Wilmersdorf,"Heckerdamm 242, 13627, Berlin",
Familienzentrum Zukunftshaus Wedding,52.5543066,13.3470743,,"Müllerstraße 56-58, Berlin",
FELD - Theater für junges Publikum,52.4964486,13.3553351,,"Gleditschstraße 5, Berlin",
FELD – Theater für junges Publikum,52.4925,13.353,,,
FeldbuschWiesnerRudolph,52.5163,13.389,,"Jägerstr. 5, 10117 Berlin",
Felleshus,52.5086202,13.3507999,,,
Festsaal Kreuzberg,52.4966371,13.4518179,,"Am Flutgraben 2, 12435 Berlin",
FEZ / Kinder- und Jugendfreizeitzentrum Wuhlheide,52.4610303,13.5486588,Treptow-Köpenick,"Straße zum FEZ 2, 12459, Berlin",
FEZ Berlin,52.4610303,13.5486588,,"Str. zum FEZ 2, 12459 Berlin",
FEZ-Berlin,52.4613613,13.5490859,,"Straße zum FEZ 2, Berlin",
FHXB! Friedrichshain-Kreuzberg Museum,52.5006018,13.4182215,,"Adalbertstr. 95 A, 10999 Berlin",
Ficken 3000,52.4886372,13.4226098,Berlin,"Urbanstraße 70, 10967 Berlin, Germany",
Figurentheater Grashüpfer,52.4916712,13.4661803,,"Puschkinallee 16a, Berlin",
Filiale Jane-Addams-Schule (OSZ Sozialwesen),52.564673,13.4936144,Lichtenberg,"Darßer Straße 97, 13051, Berlin",
Filmmuseum Potsdam,52.3952375,13.0577717,,"Breite Straße 1 A, Potsdam",
Filmpark Babelsberg,52.3882867,13.1202536,,"August-Bebel-Straße 26-53, Potsdam",
Filmtheater am Friedrichshain,52.5290424,13.4303168,,"Bötzowstrasse 1-5, Berlin",
Fitzroy,52.5137509,13.4227591,Berlin,"Holzmarktstraße 15, 10179 Berlin, Germany",
Flohmarkt am Arkonaplatz,52.5370746,13.4020996,,,
Flohmarkt Rathaus Schöneberg,52.4835,13.343,,,
Flughafen Tempelhof,52.4806492,13.3889191,,"Tempelhofer Damm 45, Berlin",
Flughafen Tempelhof - Besucherzentrum CHECK-IN,52.4806492,13.3889191,Tempelhof-Schöneberg,"Platz der Luftbrücke 5, 12101, Berlin",
"Flughafen Tempelhof, Hangar 6",52.4780881,13.3861638,Tempelhof-Schöneberg,"Tempelhofer Damm 45, 12101, Berlin",
Fluxbau,52.5028717,13.4411471,,"Pfuelstraße 5, 10997 Berlin",
Fontane-Haus,52.597608,13.3520921,,"Königshorster Str. 6, Berlin",
Forest Cinema,52.485,13.39,,,
Forum Digitale Technologien,52.5185092,13.3225029,,"Salzufer 15/16, 10587 Berlin",
Forvis Mazars Rechtsanwaltsgesellschaft mbH - Berlin,52.5227547,13.3667711,,"Alt-Moabit 2, 10557 Berlin",
Fotografiska Berlin,52.5256724,13.3891203,,"Oranienburger Str. 54, 10117 Berlin",
Frannz Club,52.5382108,13.4126884,,,
Französische Friedrichstadtkirche,52.5143687,13.3918588,Mitte,"Gendarmenmarkt 5, 10117, Berlin",
Frauenzentrum EWA e.V.,52.5294261,13.4184861,,"Prenzlauer Allee 6, Berlin",
Fraunhofer ENIQ,52.4804962,13.355707,,"EUREF-Campus 23-24, 10829 Berlin",
freiheit fünfzehn Eventlocation an der Spree,52.4955,13.4545,,,
Freilandlabor Britz e.V.,52.4316471,13.4131787,,"Sangerhauser Weg 1, Berlin",
Freilichtbühne an der Zitadelle,52.5399411,13.2165147,Spandau,"Am Juliusturm 62, 13599, Berlin",
Freizeitforum Marzahn,52.5470213,13.55681,,"Marzahner Promenade 55, 12679 Berlin",
Freizeitstätte Süd,52.4135598,13.2660896,Steglitz-Zehlendorf,"Teltower Damm 226, 14167, Berlin",
Freundeskreis Willy-Brandt-Haus e.V.,52.5002167,13.3879332,,"Stresemannstr. 28, 10963 Berlin",
Friedenskirche,52.5220903,13.3270868,,"Helmholtzstraße 23, Berlin",
Friedhöfe an der Bergmannstrasse,52.4886111,13.4011111,,"Bergmannstraße 42-44 Treffpunkt am Eingang Friedrichswerderscher Friedhof II (neben dem Café Strauss), 10961 Berlin",
Friedrichstadt-Palast,52.5236239,13.3886211,,"Friedrichstraße 107, Berlin",
Friedrichstadtpalast Berlin,52.5243608,13.3874278,,,
Fritz-Karsen-Schule (Gemeinschaftsschule),52.4486132,13.4449384,Neukölln,"Onkel-Bräsig-Str. 76-78, 12359, Berlin",
Fritz-Reuter-Allee,52.4478101,13.4501036,Neukölln,"Fritz-Reuter-Allee 45-48, 12359, Berlin",
Fröbel-Fantasielabor Berlin,52.5285287,13.3905946,,"Borsigstr. 33, Berlin",
Frollein Langner,52.4739325,13.4251915,,,
Froschkönig,52.4768,13.4239,,"Weisestraße 17, 12049 Berlin",
Funkhaus Berlin,52.4776327,13.4981261,Berlin,"Nalepastraße 18, 12459 Berlin",
Future Energy Lab,52.515029,13.3329589,Charlottenburg-Wilmersdorf,"Wegelystr. 1, 10623, Berlin",
Futurium,52.523931,13.374345,,"Alexanderufer 2, Berlin",
Galerie & Bar Tor218 Artlab,52.5274009,13.3894661,,"Torstraße 218, 10115 Berlin",
Galerie 100,52.5417097,13.4882868,Lichtenberg,"Konrad-Wolf-Str. 99, 13055, Berlin",
Galerie Beyond.Reality,52.51,13.31,,"Schlüterstr. 70, 10625 Charlottenburg",
Galerie Brusberg &quot;Wunderkammer&quot;,52.51,13.28,,"Friedbergstr. 29, 14057 Berlin",
Galerie im Körnerpark,52.4708958,13.4368213,Neukölln,"Schierker Straße 8, 12051, Berlin",
Galerie im Kulturhaus Karlshorst,52.4822363,13.5238758,Lichtenberg,"Treskowallee 112, 10318, Berlin",
Galerie im Saalbau,52.4770235,13.4399161,Neukölln,"Karl-Marx-Str. 141, 12043, Berlin",
Galerie im Tempelhof Museum,52.4395452,13.3852794,,"Alt-Mariendorf 43, 12107 Berlin",
Galerie im Turm,52.5165034,13.4527335,,"Frankfurter Tor 1, 10243 Berlin",
Galerie Judin - Mercator Höfe,52.5051,13.3759,,"Potsdamer Str. 83, 10785 Berlin",
Galerie Pankow,52.5712799,13.4098486,Pankow,"Breite Straße 8, 13187, Berlin",
Galerie Streulicht Berlin,52.4869919,13.3535768,,"Belziger Straße 25, 10823 Berlin",
Galerie Thomas Schulte,52.5201,13.3884,,"Charlottenstr. 24, 10117 Berlin",
Galerie Thomas Schulte Potsdamer Straße,52.5048,13.3758,,"Potsdamer Str. 81b, 10785 Berlin",
Galerie Wedding - Raum für zeitgenössische Kunst,52.547522,13.3566625,Mitte,"Müllerstraße 146/147, 13353,  Berlin  ",
Galli Theater,52.5255763,13.3939581,,"Oranienburger Str. 32, Berlin",
Galli Theater Berlin,52.5255763,13.3939581,,"Oranienburger Str. 32, 10117 Berlin",
Garn Theater,52.485,13.39,,"Katzbachstr. 19, 10965 Berlin",
Gärten der Welt,52.5372554,13.5749239,,"Blumberger Damm 44, Berlin",
Gärtnerei Hirschgarten,52.4578847,13.6095327,,"Hinter dem Kurpark 1b, Berlin",
Gärtnerhof Charlottenburg,52.5266702,13.2788676,,"Fürstenbrunner Weg 70, Berlin",
Gedenkstätte Berlin-Hohenschönhausen,52.5416286,13.5001488,Lichtenberg,"Genslerstraße  66, 13055, Berlin",
Gedenkstätte Berliner Mauer,52.5353002,13.3895542,,"Bernauer Straße 111, Berlin",
Gedenkstätte Deutscher Widerstand,52.5076051,13.3629858,,"Stauffenbergstr. 13-14, 10785 Berlin",
Geist im Glas,52.4901043,13.4248129,Berlin,"Lenaustraße 27, 12047 Berlin",
Gemäldegalerie,52.5085133,13.3647492,,"Matthäikirchplatz, Berlin",
Gemäldegalerie Kulturforum,52.5084425,13.3677277,,"Matthäikirchpl., 10785 Berlin",
Gemeinschaftshaus Gropiusstadt,52.4254254,13.4618589,,"Bat-Yam-Platz 1, Berlin",
Gemeinschaftshaus Lichtenrade,52.3943365,13.4058167,Tempelhof-Schöneberg,"Lichtenrader Damm / Ecke Barnetstraße, 12305,  Berlin",
Genezareth-Kirche,52.48,13.422,Berlin,"Herrfurthplatz 14, Berlin, 12049, Germany",
Genezarethkirche / Startbahn,52.476987,13.4224107,,"Herrfurthplatz 14, Berlin",
GEOlino LIVE auf der Parkbühne Wuhlheide,52.459,13.5345,,,
Georg Kolbe Museum,52.509937,13.2549022,,"Sensburger Allee 25, 14055 Berlin",
Gertrud-Haß-Bibliothek,52.4189356,13.4943156,Neukölln,"Alt-Rudow 45, 12357, Berlin",
Gertrud-Junge-Bibliothek,52.4254254,13.4618589,Neukölln,"Bat-Yam-Platz 1, 12353, Berlin",
Gesundbrunnen-Center Rooftop,52.551,13.388,,,
Gesundheits– und Beratungszentrum Koppenstraße,52.5202623,13.4379272,Friedrichshain-Kreuzberg,"Koppenstr. 38-40, 10249, Berlin",
Gethsemanekirche - Ev. Kirchengemeinde Prenzlauer Berg-Nord,52.5476816,13.4161828,,"Stargarder Straße 77, 10437 Berlin",
Gewerkschaftshaus der DGB,52.5058518,13.3474898,Tempelhof-Schöneberg,"Keithstr. 1-3, 10787, Berlin",
Giri,52.4842839,13.4242969,Berlin,"Hermannstrasse 14, 12049 Berlin",
Glaser-Innung Berlin,52.5037937,13.3987041,Friedrichshain-Kreuzberg,"Alte Jakobstraße 124, 10969, Berlin",
Glühwürmchengrund,52.5672325,13.2205406,Spandau,,
Gnadenkirche Pichelsdorf,52.514134,13.1910706,,"Jaczostr. 52-54, 13595 Berlin",
Golden Gate,52.5180876,13.4155436,Berlin,Dircksenstrasse 78; Mitte; 10178 Berlin; Germany,
Google Berlin,52.5231181,13.3922082,,"Tucholskystraße 2, 10117 Berlin",
Gotisches Haus,52.5377313,13.2066149,Spandau,"Breite Str. 32, 13597, Berlin",
Gottfried-Benn-Bibliothek,52.4320779,13.255438,Steglitz-Zehlendorf,"Nentershäuser Platz 1, 14163, Berlin",
Greenwichpromenade Tegel,52.584948,13.2768757,,"Borsigdamm, Berlin",
Gretchen,52.4960025,13.3876896,,"Obentrautstraße 19-21, 10963 Berlin",
GRIPS Theater,52.5186496,13.341415,,,
GRIPS Theater Hansaplatz,52.5167,13.3397,,"Altonaer Straße 22, Berlin",
GRIPS Theater Podewil,52.5155,13.413,,"Klosterstr. 68, Berlin",
Gropius Bau,52.5065,13.3825,,"Niederkirchnerstraße 7, Berlin",
Großbeerenstr. 133 (Hornbach/Trödelmarkt),52.4309937,13.3785171,,"Grossbeerenstr. 133, 12107, Berlin",
Großer Stern/Spreeweg,52.5256483,13.3640508,Mitte,"10557, Berlin",
Großer Wiesenpark Volkspark Potsdam,52.4055,13.0389,,,
Grundschule an der Bäke,52.4482376,13.3184838,Steglitz-Zehlendorf,"Haydnstr. 15, 12203 , Berlin (Lichterfelde)",
Grundschule an der Mühle,52.5395781,13.5653337,Marzahn-Hellersdorf,"Kienbergstr.59, 12685, Berlin",
Grüner Salon (in der Volksbühne),52.5264373,13.4116037,Mitte,"Rosa-Luxemburg-Platz 2, 10178, Berlin",
Gutshaus Steglitz,52.4547056,13.3173276,Steglitz-Zehlendorf,"Schloßstr. 48, 12165 , Berlin",
Gutshof Britz,52.4459658,13.4377784,,"Alt-Britz 81, 12359 Berlin",
Gutshof Schloss Britz,52.4457865,13.4379994,,"Alt-Britz 73, Berlin",
Gutshof Schloss Britz - Kulturstall,52.4459658,13.4377784,Neukölln,"Alt-Britz 81, 12359, Berlin",
GZF Koppenstraße,52.5184971,13.4371579,Friedrichshain-Kreuzberg,"Koppenstr. 39, 10243, Berlin",
H10 Berlin Ku'damm,52.5021037,13.3314409,,"Joachimsthaler Straße 31-32, 10719 Berlin",
Hafenbar Berlin,52.5225456,13.4088739,Berlin,"Karl-Liebknecht-Str. 11, 10178 Berlin",
Halle Tanzbühne Berlin,52.5429,13.4084,,"Eberswalder Str. 10, 10437 Berlin",
Hallo Keramik Studio,52.5033375,13.4102205,,"Prinzenstr. 85C, Berlin",
Hamam - Das Türkische Bad im Frauenzentrum Schokoladenfabrik e.V. - Sauna - Hammam - Spa,52.500836,13.423308,,"Mariannenstraße 6, 10997 Berlin",
Hamburger Bahnhof - Nationalgalerie der Gegenwart,52.52844,13.3720386,,"Invalidenstr. 50-51, 10557 Berlin",
Hamburger Bahnhof – Nationalgalerie der Gegenwart,52.5278852,13.3732201,,"Invalidenstraße 50-51, Berlin",
Hanne-Sobek-Platz,52.5487127,13.3882849,Mitte,"13357, Berlin",
Hans Otto Theater Potsdam,52.4034,13.0656,,"Schiffbauergasse 11, Potsdam",
Hans Otto Theater Potsdam - Reithalle,52.4031259,13.0737772,,"Schiffbauergasse, 14467 Potsdam",
Hans-Böckler-Schule (OSZ Konstruktionsbautechnik),52.4993269,13.4020955,Friedrichshain-Kreuzberg,"Lobeckstraße 76, 10969, Berlin",
Hans-Rosenthal-Haus,52.4340376,13.2792065,Steglitz-Zehlendorf,"Bolchener Straße 5, 14167, Berlin",
Hans-Rosenthal-Platz,52.4803898,13.336941,,,
Hans-Söhnker-Haus,52.4543677,13.3356625,Steglitz-Zehlendorf,"Selerweg 18-22, 12169, Berlin ",
Hansabibliothek,52.5170943,13.3427522,Mitte,"Altonaer Str. 15, 10557, Berlin",
Hasso -Plattner-Institut,52.3938691,13.1332946,,"Prof.-Dr.-Helmert-Str. 2-3 Gebäude: K | Raum: K-1.03, 14482 Potsdam",
Hasso-Plattner-Institut,52.3938691,13.1332946,,"Prof.-Dr.-Helmert-Straße 2-3, 14482 Potsdam Building: K | Room: K 1.04, 14482 Potsdam",
HAU 3,52.4980721,13.3861421,,"Tempelhofer Ufer 10, 10963 Berlin",
HAU Hebbel am Ufer,52.4999566,13.3871576,,,
HAU1 Hebbel am Ufer,52.5044,13.3828,,,
Haus am Kleistpark,52.4905797,13.3572868,,"Grunewaldstr. 6-7, 10823 Berlin",
Haus am Lützowplatz,52.5043546,13.3535546,,"Lützowpl. 9, 10785 Berlin",
Haus am Waldsee,52.4420634,13.2384164,,"Argentinische Allee 30, Berlin",
Haus Bastian,52.5192812,13.3967674,,"Am Kupfergraben 10, Berlin",
Haus der Berliner Festspiele,52.4986265,13.3287067,,,
Haus der Kulturen der Welt,52.5187884,13.3648356,,"John-Foster-Dulles-Allee 10, Berlin",
Haus der Musik,52.4519225,13.351588,Steglitz-Zehlendorf,"Grabertstr. 4, 12169, Berlin",
Haus der Sinne,52.5490912,13.4040123,,,
Haus der Statistik,52.5226706,13.4181801,Berlin,"Otto-Braun Straße 70-72, Block OTTO",
Haus der Visionäre,52.4834778,13.5800458,Berlin,"Eichenstr. 4a, 12435 Berlin",
Haus der Wirtschaft,52.5118564,13.3172044,,"Am Schillertheater 2, 10625, Berlin",
Haus des Papiers,52.510452,13.4032861,,"Seydelstraße 30, Berlin",
Haus des Rundfunks,52.5079418,13.2766281,,"Masurenallee 8-14, Berlin",
Haus Kladower Forum,52.4537169,13.1436778,Spandau,"Kladower Damm 387, 14089, Berlin",
Haus. Kunst. Mitte.,52.5300663,13.3682746,,"Heidestr. 54, 10115 Berlin",
Havanna Berlin,52.485115,13.353549,,"Hauptstraße 30, 10827 Berlin",
Hebammen Praxis Vivre,52.49281,13.3927,,"Solmsstraße 12, 10961 Berlin",
"Hedwig-Dohm-Schule (Integrierte Sekundarschule)
Raum: B 110",52.5339773,13.3457795,,"Stephanstr. 27, 10559, Berlin",
"Hedwig-Dohm-Schule (Integrierte Sekundarschule) 
Raum: B 108 Holzwerkstatt",52.5339773,13.3457795,,"Stephanstr. 27, 10559, Berlin",
Heilig-Kreuz-Kirche,52.4963881,13.3960189,Friedrichshain-Kreuzberg,"Zossener Str. 65, 10961, Berlin",
Heimathafen Neukölln,52.4770235,13.4399161,,,
Heimathafen Neukölln | Saalbau Neukölln Kultur & Veranstaltung GmbH,52.47696,13.4393647,,"Karl-Marx-Str. 141, 12043 Berlin",
Heinrich-Böll-Bibliothek,52.5418167,13.4408459,,"Greifswalder Str. 87, Berlin",
Heinrich-Böll-Stiftung,52.5237689,13.3829601,Mitte,"Schumannstr. 8, 10117, Berlin",
Heinrich-Dathe-Platz,52.5005609,13.5229947,Lichtenberg,"10319, Berlin",
Heinrich-Schulz- Bibliothek,52.5187055,13.302234,Charlottenburg-Wilmersdorf,"Otto-Suhr-Allee 98, 10585, Berlin",
Helene-Nathan-Bibliothek,52.4819616,13.4327729,Neukölln,"Karl-Marx-Straße 66, 12043, Berlin",
Helleum II,52.5405,13.5085,,"Kastanienallee 57a, 12627, Berlin Marzahn-Hellersdorf",
HERMAN Belgian Bar,52.5324802,13.4120464,,"Schönhauser Allee 173, 10119 Berlin",
Hermannplatz/Donaukiez,52.4862857,13.4245531,,"Hermannplatz 1, 10967, Berlin",
Hermannstraße/Bahnhof Neukölln,52.4676341,13.4312408,,"Körnerpark 0, 12053, Berlin",
Herrfurthplatz,52.4778365,13.4222553,Neukölln,"Berlin, 12049",
Hertha-Müller-Haus,52.4481457,13.2479803,Steglitz-Zehlendorf,"Argentinische Allee 89, 14163  ,  Berlin ",
Hertie School of Governance,52.5128521,13.3892713,Mitte,"Friedrichstr. 180, 10117, Berlin",
High-Deck-Siedlung,52.4650224,13.4728531,,"Michael-Bohnen-Ring / Sonnenallee, 12057, Berlin",
Hildburghauser Str. 29,52.4126905,13.3547205,Tempelhof-Schöneberg,"12279, Berlin",
Historischer Lokschuppen mit Werkbereich,52.459,13.512,,,
Hochschule für Musik Hanns Eisler - Neuer Marstall,52.5165522,13.4034934,,"Schlosspl. 7, 10178 Berlin",
Hochschule für Schauspielkunst Ernst Busch,52.5327012,13.3828307,,"Zinnowitzer Str. 11, 10115 Berlin",
Hole44,52.4643506,13.4333842,,,
Hole⁴⁴,52.4643727,13.4333818,,"Hermannstraße 146, 12051 Berlin",
Holiday Inn Berlin Airport Conference Center,52.3892179,13.4988644,,"Hans-Grade-Allee 5 12529 Schonefeld bei, 12529 Berlin",
Holland-Park,52.6213123,13.545319,,"Dorfstraße 30, Panketal",
Holzmarkt,52.5114589,13.4265367,,,
Holzmarkt 25,52.5114589,13.4265367,,,
Honigseele Berlin,52.4941419,13.3830039,,"Hornstraße 1, 10963 Berlin",
Hoppetosse,52.49694,13.4540533,Berlin,Eichenstrasse 4; Treptow; 12435 Berlin; Germany,
